AGE_REF,FAM_SIZE,REF_RACE,REGION,SEX_REF,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV
45,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,2,3,2,174.74999,162.74999,10.68,8.19,13.28999,36.09,13.46,11.27,0,2.46,5.14,5.34,4.52,2.52,4.61,8.43425,10.88,5.09,16.46,4.31575,12,0
43,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,3,2,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0
87,1,1,3,2,48.29,31.05,0,2.56606,0,0,4.42148,0,0,0,2.14026,6.84863,0,1.58767,0,3.41563,4.47733,0,0,5.59294,17.24,0
47,1,1,3,2,64.91,29.39,5.49,0.49,0,0,4.49,0,0,0,2.38,4.19,1.4,1.03,0,0,0,2.64,0,7.28,35.52,0
47,1,1,3,2,10.77,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,7.78,0
47,4,1,3,2,102.65,42.95,0,1.54,0,0,0,12.06,11.25,0,0,0,0,0,0,0,0,10.35,0,7.75,59.7,0
47,4,1,3,2,158.31,117.69,4.25,11.12,0,2.85,10.32,15.84,5.13,2.88,3.86,16.47,0,0.74,0,3.41,0,14.64,3.64,22.54,40.62,13.62
69,2,1,4,1,58.32,54.17,0,2.06,0,0,3.39,0,27.8,0,3.08,3.39,2.07,0,0,0,2.56,0,3.66,6.16,4.15,0
72,2,1,4,1,3.69,3.69,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0.81,0,0,0,0,0
67,2,4,4,2,106.69,106.69,4.23,0,18,8.99,0,15,0,0,2.89,0,0,6.84,0,0,0,5.36,21.37,24.01,0,0
67,2,4,4,2,738.60999,605.27999,16.85901,10.04742,10.99,20.67,3.48396,12.56851,68.93,0,14.42679,8.30442,54.59679,74.93858,0,57.83036,4.17,39.86684,20.77808,186.81923,133.33,34.8
31,4,1,1,1,194.63,120.25,14.84,13.36,0,0,5.29,0,0,0,12.47,13.98,9.15,12.93,0,0,3.56,11.66,0,23.01,74.38,0
31,4,1,1,1,281.1,153.92,12.63,11.79,0,0,0,0,0,0,22.3,20.72,20.85,20.59,0,3,5.61,7.45,6.36,22.62,127.18,8.5
46,3,1,1,2,40.00001,40.00001,3.63467,0,7.97064,0,0,0,0,0,2.97749,3.26193,3.24997,4.99002,0,0,0,6.85831,0,7.05698,0,0
46,3,1,1,2,112.86,42.46,4,4,0,19,0,0,0,0,0,3.99,0,5.98,0,0,0,0,0,5.49,70.4,42.4
63,2,1,3,2,91.47,38.2,1.38,8.6,0,0,3.29,0,0,1.89,0,1.69,7.6,0,0,0,4.24,3.34,2.49,3.68,53.27,16.24
63,2,1,3,2,213.29,97.33,0,4.94,0,0,3.28,14.83,0,3.16,7.96,9.83,1.83,16.68,0,8.6,6.74,10.34,0,9.14,115.96,0
81,1,1,3,2,137.73,16.89,0,0,0,0,0,0,0,0,4.09,0,8.12,4.68,0,0,0,0,0,0,120.84,0
81,1,1,3,2,127.17,32.25,0,6.65,0,0,0,0,0,0,0,0,0.79,3.32,0,0,21.49,0,0,0,94.92,0
50,1,1,1,2,105.09001,101.09001,1,7.5,14.58001,5.7,2.99,3.7,5,0,0.79,5.99,0,6.06,0,14.46,0,11.96,3.49,17.87,4,0
50,1,1,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
80,1,1,1,2,130.00001,100.00001,11.33395,9.6776,6.78769,4.68844,9.75325,5.13736,0,5.38225,3.46666,3.39421,8.13549,6.30413,4.15769,4.2997,0,5.54453,0,11.93706,30,0
49,3,1,4,2,348.57,105.15,4.27,8.3,0,0,0,9.22,0,6.67,8.06,19.4043,13.2,14.13658,0,4.6913,5.50782,0,0,11.69,243.42,0
49,3,1,4,2,176.85,176.85,93.94,14.94,0,0,0,0,5.33,0,0,5.86,22.63,0,0,0,0,0,0,34.15,0,0
56,1,1,3,2,34.34,31.5,0,0,0,13.08,0,0,0,2.56,0,15.86,0,0,0,0,0,0,0,0,2.84,0
56,1,1,3,2,59.27,56.51,7.23,15.63,0,3.88,0,0,0,0,0.81,11.28,1.32,0,0,0,3.48,0,2.21,10.67,2.76,0
28,1,1,2,1,55.00001,55.00001,7.65465,8.39162,12.62879,0,0,0,0,0,2.77151,4.33997,3.02514,0,0,0,0,3.8976,0,12.29073,0,0
28,1,1,2,1,57.99999,57.99999,6.90698,4.86094,4.70071,5.00165,0,0,5.17486,0,0,2.7397,7.66652,1.85512,4.52594,5.0906,3.00523,0,0,6.47174,0,0
67,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,1,3,1,155.03,111.24,7.16,1.74,0,3.26,0,7.02,0,0,4.44,8.83,8.14,2.71,0,5.43,14.94,5.74,4.34,37.49,43.79,0
32,3,1,1,1,176.81,127.23,6.99,15.27,0,0,0,11.99,36.25,5.39,3.14,7.69,1.49,3.49,5.79,3.99,4.49,4.99,2.79,13.48,49.58,0
32,3,1,1,1,51.76,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,50.27,0
31,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4,1,2,2,244.65,31.24,0,4.01,4.73,0,0,0,0,0,0,0,5.78,0,0,0,6.16,0,0,10.56,213.41,0
51,4,1,2,2,239.51001,190.75001,22.56334,5,0,0,8.31486,5.67514,0,2.76142,10.53,3.21,17.82722,6.75725,0,5.92,34.77,14.56,0,52.86078,48.76,0
64,1,1,2,1,186.12,179.84,2.87767,7.11924,9.39,0,0,14.7,15.82,16.63,7.23619,10.33,4.64566,15.29,0,0,6.55,11.67,0,57.58124,6.28,0
64,1,1,2,1,84.51,84.51,3.32,3.02,0,2.51,0,10.72,0,5.54,3.25,14.32,1.78,0,0,0,0,4.24,4.73,31.08,0,15.63
60,3,1,3,1,30.51,26.84,0,0,0,0,0,0,0,0,5,0,0.24,0,0,0,3.48,0.86,0,17.26,3.67,0
60,3,1,3,1,60.72,60.72,4,10.16,7.15,4,0,0,0,2.26,5.36,3,2.14,13.59,0,0,0,9.06,0,0,0,0
80,2,1,2,1,163.74795,81.39,0,13.19,0,0,8.06,7.06,0,2.81,3.32,14.02,9.57,0,5.65,12.48,0,0,3.02,2.21,82.35795,9.64205
80,2,1,2,1,85.22,44.77,1.52,12.74,2.02,0,5.79,0,0,1.2,0,4.55,5.4,1.71,1.74,0,0,7.09,0,1.01,40.45,0
46,4,1,2,2,158.09,158.09,10.79,9.51,0,0,17.51,6.6,0,0,7.77,12.58,11.08,18.32,5,1.48,6.34,13.58,5.97,31.56,0,0
46,4,1,2,2,77.88,77.88,0,1.79,0,0,4.87,8.1,0,1.89,5.98,11.54,10.01,4.27,5,0.69,0,4,3.05,16.69,0,0
87,1,2,2,2,27.48,27.48,4.12,13.18,0,0,3.15,0,0,0,2.05,0,1.17,3.81,0,0,0,0,0,0,0,0
87,1,2,2,2,37.74,37.74,3,5.69,0,0,0,0,0,1.19,1.95,4.68,6.22,2.98,2.49,0,1.99,5.99,0,1.56,0,0
55,2,1,4,2,266.10126,197.51,6.49,20.15,39.98923,22.25162,13.71915,0,0,8.98,0,4.49,13.99,9.43,19.2256,19.9544,8.38,0,4.98,5.48,68.59126,9.99
55,2,1,4,2,312.14,180.6,0,27.07,0,0,0,84,0,3.4,3.98,13.98,6.25901,3.23465,1.53506,7.89128,0,12.95,3.98,12.32,131.54,19.49
41,5,1,3,1,89.74,59.96,2.61,3.45,0,0,0,0,0,0,0,5,20.51,0,0,0,0,23.41,4.98,0,29.78,0
41,5,1,3,1,265.62,259.46,18,9.89,32.5,3.89,0,0,19.52,5.77,8.37,10,32.03,27.61,9,0,0,19.19,12,51.69,6.16,0
69,2,1,3,1,81.85,76.99,0,6.95,0,5.99,0,0,0,0,0,19.67,0,0,0,0,8.29,11.99,0,24.1,4.86,0
17,4,2,1,2,125,125,2.81035,17.74402,5.85523,5.57658,4.72205,4.14965,0,3.08788,6.42557,6.12723,5.50221,13.15171,3.57187,4.18287,7.58272,15.03521,3.83398,15.64087,0,0
17,4,2,1,2,125.00001,125.00001,2.69565,11.1284,0,9.70141,4.52933,3.98029,0,2.96185,0,6.02746,13.62461,5.43427,9.25055,8.00803,4.03384,13.97633,4.73743,24.91056,0,0
70,2,1,1,1,183.47,61.02,0,6.67,0,0,7.03,0,0,2.69,1.99,4.31,6.68,4.66,6.99,0.48,9.75,2.17,0,7.6,122.45,33
70,2,1,1,1,100.06,14.88,0,0,0,0,5.51,6.63,0,0,1.29,0,1,0.45,0,0,0,0,0,0,85.18,21.2
57,3,1,3,1,331.38098,195.3,6,25.41,10.56,7.36,5.96,0,0,6.26,4.39,9.74,34.08,5.95,12.82,0.96,3.64,19.23,5.98,36.96,136.08098,1.35902
57,3,1,3,1,228.99,164.68,2.68,25.8,0,4.48,0,0,13.04,0,0,8.1,18.91,17.06,0,0,5,8.64,8.2,52.77,64.31,0
65,2,1,1,1,115.36,92.11,7.07,5.48,4.46,13.98,0,5,0,2.35,9.05,2.65,4.67,3.24,7.99,5.59,0,0,0,20.58,23.25,2.5
65,2,1,1,1,13.77,13.77,0,0,0,0,0,5,0,0,4.09,0,0,0,2.8217,0,0,0,0,1.8583,0,0
36,3,1,3,2,142.02,67.55,2.99,17.37,3.5,0,0,0,0,0,0,21.41,0,12.37,1.69,2.64,0,0,0,5.58,74.47,14.97
36,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,1,1,2,45.53,15.53,0,11.95,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,30,0
31,1,1,4,2,119.15,102.15,0,5.19,3.67,0,0,15.32,2.95,0,3.19,14.17,0,10.69,0,2.49,0,0,3.99,40.49,17,27.31
31,1,1,4,2,111.76248,17.03,0,5.28,0,0,0,0,0,0,0,2.84,0,0,1.72,0,0,0,0,7.19,94.73248,4.01752
29,7,1,4,1,535.08,468.73,8.34,52.19,32.33,0,9.59,33.98,0,6.5,5.48,25.03,3.5,11.08,28.82,5.49,47.65,77.2,3.25,118.3,66.35,0
29,7,1,4,1,76.98,51.98,4.77,6.98,0,0,0,0,0,0,2.79,0,8.88,0,0,0,2.25,15.68,0,10.63,25,0
52,3,1,2,1,298.91001,180.73001,0,18.71225,4.10806,7.76796,0,4.10391,4.19954,2.87128,3.06931,7.85895,14.79515,7.06874,2.20061,12.17125,10.69714,11.69286,7.1678,62.2452,118.18,46.13
52,3,1,2,1,172.46999,133.23999,6.38983,20.86574,0,14.7931,3.89801,0,0,0,2.31356,3.78031,9.29093,9.57075,1.29849,1.61151,2.78022,18.80849,3.85287,33.98618,39.23,0
40,1,1,4,1,103.38119,64.50119,3.19093,3.39313,0,0,0,0,0,3.79591,0,6,6.00129,2.43907,7.9606,4.43027,0,9.28999,0,18,38.88,0
40,1,1,4,1,128.37,107.01,4,0,0,0,0,0,0,0,0,5,20,16.07,2.6773,3.3227,0,48.94,0,7,21.36,0
45,1,1,1,1,112.65,39.24,8.48,1.99,0,0,0,0,13.98,0,0,0,0,0,0,0,0,10.87,0,3.92,73.41,0
45,1,1,1,1,134,46.16,11.66,0,0,0,0,0,13.98,0,3.09,0,0,0,0,0,2.11,11.08,4.24,0,87.84,4
53,1,1,3,2,215.92999,190.97999,2.85816,25.86628,6.29943,4.6828,10.76965,0,5.26077,3.14041,6.53487,10.57553,10.50013,9.45148,12.55039,17.68288,7.09067,20.51933,8.24915,28.94806,24.95,0
53,1,1,3,2,74.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.43,0
68,2,1,1,1,194.91998,170.91998,6.95574,24.2107,6.88566,11.06627,5.16558,5.31307,5.21139,6.71721,5.00811,6.70274,14.63011,6.08893,3.90736,13.72148,3.39,24.55002,4.14614,17.24947,24,0
68,2,1,1,1,165.01,144.26,1,21.79,4.63,0,4,4.7,9.99,1.98,2.49,11.02,25.36,15.11,2.5,7.15,1,10,3.79,17.75,20.75,16.26
23,1,1,4,2,283.75003,206.00003,6.43626,26.08698,10.61866,6.01813,4.81421,8.66786,0,0,6.50414,10.68439,18.16696,13.31252,10.7024,3.71901,7.67544,17.18721,18.47495,36.93091,77.75,0
23,1,1,4,2,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,0
63,1,1,3,2,36.61,22.61,0,0,0,0,0,0,0,0,0,0,0.94,0,0,3.5,0,1.58,4.75,11.84,14,0
63,1,1,3,2,54.67,51.52,3.96,1.98,0,0,0,4.98,0,0,0,5.98,0,0,0,0,0,13.12,2.74,18.76,3.15,0
51,1,1,3,2,95.06,9.21,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,85.85,0
51,1,1,3,2,127.06,82.94,6.35,6.49,5.99,0,0,0,19.99,0,0,7.28,0,3.19,0,0,0,0,0,33.65,44.12,0
35,2,1,3,1,78.94,46.03,0,2.87,7.1,0,0,0,0,0,0,4.48,0,0,5.34,4.06,0,9.39,0,12.79,32.91,79.27
35,2,1,3,1,141.52,94.77,0.63,10.33,10.4,0,7.38,0,0,0,2.45,4.28,1.4,9.69,0,1.06,5.34,23.5,0,18.31,46.75,16.15
56,4,1,3,2,74.06,70.06,0,7.06,0,13.81,8.45,0,0,0,0,6.41,3.94,0,4.07,0,0,0,0,26.32,4,0
56,4,1,3,2,304.66,300.66,25.1,18.35,49.22,10.74,0,4.62,30.99,0,9.22,36.37,8.17,13.31,0,37.56,5.52,7.82,0,43.67,4,0
30,2,1,2,1,224.57,136.53,5.15,12.26,0,0,0,6.1,0,1.45,4.12,27.03,2.98,16.65,0,3.07,0,12.96,10.21,34.55,88.04,58.65
30,2,1,2,1,190.8,133.52,0,6.98,12.72,3.99,3.89,0,0,1.29,1,14.23,4.83,9.01,0,3.59,0,25.27,8.19,38.53,57.28,118.78
51,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,1,1,2,57.93,57.93,0,2.19,0,0,0,7.36,0,0,4.29,0,21.2,12.91,0,0,0,0,0,9.98,0,0
33,3,2,3,2,30.84,30.84,0,0,0,0,0,0,0,2.85,3.85,0,5,0,8.28,0,3.87,0,0,6.99,0,0
33,3,2,3,2,176.19,176.19,29.89,24.93,0,4.99,0,12.05,0,0,3.69,10.59,27.52,16.26148,4.94,12.46,0,11.25,0,17.61852,0,0
27,3,1,3,2,46.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.86,15.2
27,3,1,3,2,147.18,108.5,2.62,13.04,0,10.93,0,14.24,0,1.93,0,4.59,0,0,3.05,5.08,6.6,15.34,0,31.08,38.68,0
57,4,1,1,1,76.21,47.71,4.97,4.18,0,0,0,0,0,0,5.34,0,6.26,2.18,0,0,3.99,4.76,3.49,12.54,28.5,0
57,4,1,1,1,160.50001,88.40001,6.13,0,0,4.03,0,0,0,5.58,3.99,2.57732,2.56787,1.74517,2.99,0,13,25.7,10.08,10.00965,72.1,0
28,1,1,1,1,149.90002,80.00002,4.23089,5.33601,5.16012,7.08945,4.62527,4.94812,5.38539,0,2.74521,0,2.99643,2.03642,5.20521,4.38106,5.0147,6.66509,0,14.18065,69.9,0
28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5,1,3,1,121.67001,121.67001,0,15.24816,6.36159,4.75288,4.00392,4.2834,5.3395,0,5.76642,3.72129,0,9.59293,0,16.98617,7.19679,11.49579,13.74185,13.17932,0,0
45,5,1,3,1,162.66,142.6,8.52,37.56,6.38,4.15,0,0,23.66,1.33,3.39,4.41,3.58,2.24,2.05,0,30.92,1.39,0,13.02,20.06,0
56,1,1,4,1,64.88,56.88,0,11.8,0,0,0,0,0,2.25,1.5,0,0,0,0,0,3.5,26.73,0,11.1,8,0
56,1,1,4,1,113.86,95.86,0,14.66,12.45,0,5.66,4.19,0,0,0,4.19,3.73,2.28,0,0,0.89,26.75,0,21.06,18,0
55,7,1,4,2,64.03,64.03,1.68,1,0,2.5,0,6.95,10.98,0,0,4.46,6.09,5.74,0,0,0,10.96,9.01,4.66,0,0
55,7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4,2,1,1,133.63,95.29,3.25,6.14,0,31.06,1.28,3.9,9.23,1.98,2.99,0,7.54,8.92,0,2.48,1.49,5.09,0,9.94,38.34,24.08
46,4,2,1,1,136.78,112.08,1.99,3.99,0,22,8.97,12.96,4.4,1.99,2.25,7.06,3.99,7.48,1.77,0,0,8.26,2.99,21.98,24.7,14.18
52,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,1,4,1,170.36,115.82,13.07,0,13.78,9.53,13.17,0,0,0,13.37,2.79,2.38,9.68,0,3.03,2.99,14.18,4.29,13.56,54.54,0
23,3,1,4,1,144.25,89.82,5.98,0,0,4.67,0,38.78,0,0,9.28,0,0,9.24,0,0,0,16.9,0,4.97,54.43,0
61,2,1,4,1,117.04,37.26,0,3,0,0,0,0,6.63,0,0,0,0,0,0,0,0,4.37,0,23.26,79.78,43.66
61,2,1,4,1,115.31,102.66,8.98,8.48,0,0,4.99,12.57,0,0,1.99,11.39,0,0,8.98,2,0,13.24,5.89,24.15,12.65,0
87,1,1,2,2,51.87,51.87,0,0,5.69,0,0,0,0,0,4.46,9.31,5.7,5.8,7.22,2.36,2.62,0,3.17,5.54,0,0
87,1,1,2,2,76.13,42.13,1.9,5.03,0,0,0,0,0,0,0,5,10.19,1.36,0,0,8.48,0.74,0,9.43,34,0
23,1,1,4,2,7.99,7.99,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,2.12,0,3.93,0,0
23,1,1,4,2,10.9,10.9,1.89,0,0,0,0,0,0,0,0,4.23,0,0,0,0,0,2.12,0,2.66,0,0
43,4,2,3,1,89.37,89.37,11.62,7.78,0,3.95,12,5.12,11.98,0,3.12,0,14.42,9.08,1.33419,1.65581,1.98,5.33,0,0,0,0
43,4,2,3,1,88.51,88.51,1.48,10.65,19.98,0,0,13.78,10.98,1.79,3.29,3.87,9.48,3.5,1.33419,1.65581,0,0,2.99,3.73,0,0
59,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3,1,2,2,45.93,18.15,0,7.99,0,0,0,0,0,0,0,0,0,0,4.88,0,1.49,0,0,3.79,27.78,0
47,3,1,2,2,96.12,96.12,5.37,1.99,10.87,0,0,12,0,1.99,2.99,11,5.44,4.98,12.2,3,0,6.42,3.44,14.43,0,8.55
60,2,1,4,1,39.33,39.33,0,0,0,14.98,0,0,0,0,1.57,0,3.2,7.54,0,0,2.15,0,7.8,2.09,0,16.43
60,2,1,4,1,49.02,18.38,0,0.99,0,5.84,0,0,0,0,0,0,0,0,0,0,0,4.49,0,7.06,30.64,13.94
87,1,1,2,2,66.68,66.68,0,7.58,0,0,6.99,2.45,0,0,4.38,9.92,5.04,0,0,0,5.97,0,0,24.35,0,0
87,1,1,2,2,55.34,55.34,0,7.78,0,0,8.99,0,0,0.93,2.19,1.5,10,0,8.18,0,0,3.1,4.88,7.79,0,0
52,1,1,2,1,12.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.65,6
52,1,1,2,1,61.37,50.37,0,7.16,0,3.16,4.24,6.23,0,0,2.35,0,1.37,0,0,0,0,17.55,4.11,4.2,11,16.28
54,2,1,3,1,208.93,182.34,14.16,0,0,0,0,18.41,6.16,0,2.18,4.36,7.67,28.32,7.28,6.14,3.94,18.32,9.8,55.6,26.59,44.12
54,2,1,3,1,123.89,74.67,0,2.38,0,0,3.28,10.44,9.71,2.34,5.06,2.18,3.96,0,0,3.52,6.86,8.62,0,16.32,49.22,0
34,1,2,3,2,80.15,57.16,14.99,5.58,0,0,0,4.49,9.95,0,0,0.99,2.97,0,0,5.89,2.99,2.13,0,7.18,22.99,0
24,1,2,3,2,74.03,54.03,3.99,5.68,0,2.99,0,3.9,0,3.98,2.98,2.99,0.66,0,4.77,0,6.98,2.12,2.99,10,20,0
41,1,1,3,1,90.45,26.83,2.79,5.01,0,0,0,0,0,1.68,6.94,0,0,0,0,0,1.86,8.55,0,0,63.62,0
41,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,1,3,1,265.68,112.68,0,0,5,0,0,0,5.93926,14.32074,0.51,2.31,17.44,1.03,1.03,0,0,1.03,0,64.07,153,57.1
27,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,1,3,1,87.41,53.36,1.2,13.78,5.17,0,1.7,0,0,0,0,7.39,0,0,4.08,0,0,0,3.35,16.69,34.05,0
21,1,1,1,2,161.94,161.94,0,12.5,0,63,0,0,0,0,3.99,9,0,0,12,0,2,21.2,0,38.25,0,0
21,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
56,2,1,3,2,15.48,3.24,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,1.07,0,0,0,12.24,0
56,2,1,3,2,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0
64,3,1,3,2,95.64,80.24,1.18,12.62,4.34,0,0,0,0,0,0,2.48,3.48,6.62,0,0,0,14.83,9.43,25.26,15.4,0
64,3,1,3,2,108.07,90.32,1.59,2.49,10.98,13.64,0,9.96,0,2.99,4.49,4.48,4.99,2.14,0,1.79,4.29,9.82,6.99,9.68,17.75,0
48,2,1,1,2,23.13813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.13813,0
48,2,1,1,2,319.74,212.81,9.16,6.77,0,0,0,12.99,0,4.75,9.39,32.05,3.48,2.19,0,0,5.79,31.04,5,90.2,106.93,42.32
48,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,1,,1,180.42,69.75,5.36,4.99,0,0,0,0,0,0,0,5.09,0,0,0,0,7.23,37.6,0,9.48,110.67,0
34,2,1,,1,190.84,28.28,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24,17.36,0,0,162.56,0
63,2,1,1,1,189.96,45.04,0,10.06,0,0,0,0,0,0,0,1.99,4.92,1.49,0,0,2.09,1.94,0,22.55,144.92,0
63,2,1,1,1,270.48,173.88,0,9.17,16.73,30.69,3.05,0,17.06,1.59,1.88,16.4,5.77,9.48,0,5.06,0,1.94,1.99,53.07,96.6,0
62,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,1,2,2,82.1,82.1,3.35,4.83,1.99,15.07,0,3.93,0,0,3.1,7.97,1.26,0,0,3.32,0,6.3,0,30.98,0,0
74,1,1,3,1,23.41,23.41,2.99,1.87,0,0,6.89,0,0,0,0,0.98,3.06,2.62,0,4,0,0,0,1,0,0
74,1,1,3,1,16.28,16.28,1.36,0,0,0,0,0,0,0,4.21,0,0,2.8,0,0,0.97,4.97,0,1.97,0,0
74,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5,1,3,1,280.44,76.75,13.53,9.74,0,1.91,0,0,0,0,8.22,12.36,1.32,6.2,1.79,0,4.19,1.81,6,9.68,203.69,0
39,5,1,3,1,198.34,111.15,5.5,14.89,0,0,0,3.5,0,0,5.48,6.99,6.53,0,0,0,2.58,5.05,8.48,52.15,87.19,0
32,3,2,3,1,343.98001,203.98001,7.01653,30.40219,23.13136,0,9.49103,4.87024,5.70809,0,2.54046,6.76132,10.56106,14.51273,8.7585,8.67006,7.69358,27.42493,10.09426,26.34367,140,0
32,3,2,3,1,202.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.75,0
87,1,1,3,1,29.35,19.85,2.13,1.84,0,0,0,0,1.63,0,8.43,0,3.08,0,0,0,0,0,0,2.74,9.5,0
87,1,1,3,1,31.72,22.22,3.2,1.02,0,0,0,0,0,1.43,8.43,3.8,1.21,0,0,0,0,0,0,3.13,9.5,0
62,2,1,4,1,245.24359,114.89999,4.88,11.86456,15.21999,3.24,0,15.95,6,0,3.99,9.26,9.28,6.09608,3.03842,4.46088,0,3.40006,0,18.22,130.3436,3.8464
62,2,1,4,1,173.42,120.25,0,4.29709,7.27068,0,0,0,0,0,2.65927,4.34521,4.58137,4.66584,2.43061,2.83484,4.23795,13.3523,20.39292,49.18192,53.17,0
23,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,1,2,1,134.83,44.13,0,8.36,0,0,4.75,0,0,0,2.68,4.06,0,0,0,0,0,8.15,0,16.13,90.7,22.69
35,4,1,2,1,207.14,50.96,0,4.5694,0,0,0,0,0,0,8.53,0,0,4.92488,0,4.31,25.31572,3.31,0,0,156.18,20.52
75,2,1,3,2,36.24,15.34,0,2.88,0,3.29,0,0,0,2.97,0,4.38,0.83,0,0,0,0.99,0,0,0,20.9,0
75,2,1,3,2,58.4,48.89,0,4.77,0,0,7.93,0,0,3.57,1.99,1.5,0,1.2,0,0.99,0,16.18,3.5,7.26,9.51,0
39,1,1,3,1,145.66,37.76,0,8.98,0,0,3,0,0,3,0,2.5,15,0,1.29,0,0,0,0,3.99,107.9,28.66
39,1,1,3,1,33.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.36,0
74,1,1,2,1,109.55999,74.99999,2.78988,14.79057,0,11.4362,4.68766,0,0,0,2.28545,3.73438,7.00633,1.69537,0,0,2.74644,3.21404,4.83494,15.77873,34.56,0
74,1,1,2,1,62.68,47.68,1.98,1.67,0,0,13.57,0,0,2.54,0,2.76,0,4.27,4,0,0,4.56,4.13,8.2,15,0
52,1,1,3,1,76.5,76.5,3.80025,8.27912,14.36326,0,0,6.56763,6.99479,0,3.11313,0,8.89948,7.66108,0,0,0,8.67945,0,8.14181,0,0
52,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
